GEO_ID,NAME,Total Population,Asian-Indian,Asian-Indian-Proportion,Chinese,Chinese-Proportion,Filipino,Filipino Proportion,Japanese,Japanese-Proportion,Korean,Korean-Proportion,Vietnamese,Vietnamese-Proportion
0500000US13075,"Cook County, Georgia",17242,0,0.000%,0,0.000%,0,0.000%,21,0.122%,0,0.000%,21,0.122%
0500000US13077,"Coweta County, Georgia",147449,792,0.537%,598,0.406%,318,0.216%,45,0.031%,416,0.282%,490,0.332%
0500000US13079,"Crawford County, Georgia",12156,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13081,"Crisp County, Georgia",20255,2,0.010%,35,0.173%,0,0.000%,0,0.000%,0,0.000%,60,0.296%
0500000US13083,"Dade County, Georgia",16239,52,0.320%,4,0.025%,8,0.049%,0,0.000%,7,0.043%,4,0.025%
0500000US13085,"Dawson County, Georgia",27355,119,0.435%,2,0.007%,80,0.292%,0,0.000%,11,0.040%,0,0.000%
0500000US13087,"Decatur County, Georgia",29063,78,0.268%,13,0.045%,50,0.172%,0,0.000%,0,0.000%,0,0.000%
0500000US13089,"DeKalb County, Georgia",761209,14647,1.924%,8071,1.060%,1806,0.237%,957,0.126%,3336,0.438%,3782,0.497%
0500000US13091,"Dodge County, Georgia",19977,0,0.000%,4,0.020%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13093,"Dooly County, Georgia",11236,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13095,"Dougherty County, Georgia",85038,0,0.000%,155,0.182%,190,0.223%,16,0.019%,24,0.028%,247,0.290%
0500000US13097,"Douglas County, Georgia",144735,983,0.679%,290,0.200%,115,0.079%,108,0.075%,87,0.060%,659,0.455%
0500000US13099,"Early County, Georgia",10753,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13101,"Echols County, Georgia",3707,0,0.000%,0,0.000%,0,0.000%,0,0.000%,59,1.592%,0,0.000%
0500000US13103,"Effingham County, Georgia",65314,197,0.302%,24,0.037%,43,0.066%,20,0.031%,50,0.077%,74,0.113%
0500000US13105,"Elbert County, Georgia",19570,24,0.123%,0,0.000%,0,0.000%,15,0.077%,0,0.000%,110,0.562%
0500000US13107,"Emanuel County, Georgia",22907,37,0.162%,0,0.000%,3,0.013%,0,0.000%,7,0.031%,0,0.000%
0500000US13109,"Evans County, Georgia",10759,0,0.000%,1,0.009%,22,0.204%,0,0.000%,0,0.000%,6,0.056%
0500000US13111,"Fannin County, Georgia",25436,37,0.145%,6,0.024%,52,0.204%,0,0.000%,26,0.102%,0,0.000%
0500000US13113,"Fayette County, Georgia",119259,1840,1.543%,456,0.382%,713,0.598%,514,0.431%,952,0.798%,385,0.323%
0500000US13115,"Floyd County, Georgia",98541,477,0.484%,151,0.153%,46,0.047%,17,0.017%,190,0.193%,335,0.340%
0500000US13117,"Forsyth County, Georgia",253225,29338,11.586%,4632,1.829%,977,0.386%,306,0.121%,3381,1.335%,850,0.336%
0500000US13119,"Franklin County, Georgia",23480,17,0.072%,43,0.183%,0,0.000%,0,0.000%,8,0.034%,234,0.997%
0500000US13121,"Fulton County, Georgia",1061944,40691,3.832%,17299,1.629%,3561,0.335%,2152,0.203%,8362,0.787%,3018,0.284%
0500000US13123,"Gilmer County, Georgia",31519,14,0.044%,7,0.022%,0,0.000%,20,0.063%,0,0.000%,0,0.000%
0500000US13125,"Glascock County, Georgia",2903,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13127,"Glynn County, Georgia",84566,51,0.060%,61,0.072%,138,0.163%,0,0.000%,225,0.266%,309,0.365%
0500000US13129,"Gordon County, Georgia",57785,224,0.388%,48,0.083%,18,0.031%,0,0.000%,39,0.067%,285,0.493%
0500000US13131,"Grady County, Georgia",26075,9,0.035%,0,0.000%,13,0.050%,0,0.000%,31,0.119%,16,0.061%
0500000US13133,"Greene County, Georgia",19020,20,0.105%,16,0.084%,79,0.415%,0,0.000%,1,0.005%,42,0.221%
0500000US13135,"Gwinnett County, Georgia",957977,27488,2.869%,17492,1.826%,2990,0.312%,1486,0.155%,27324,2.852%,25056,2.616%
0500000US13137,"Habersham County, Georgia",46326,64,0.138%,25,0.054%,223,0.481%,8,0.017%,19,0.041%,128,0.276%
0500000US13139,"Hall County, Georgia",204953,649,0.317%,407,0.199%,584,0.285%,46,0.022%,391,0.191%,1831,0.893%
0500000US13141,"Hancock County, Georgia",8588,64,0.745%,0,0.000%,0,0.000%,0,0.000%,7,0.082%,4,0.047%
0500000US13143,"Haralson County, Georgia",30178,127,0.421%,0,0.000%,42,0.139%,10,0.033%,3,0.010%,0,0.000%
0500000US13145,"Harris County, Georgia",34914,91,0.261%,19,0.054%,61,0.175%,0,0.000%,36,0.103%,11,0.032%
0500000US13147,"Hart County, Georgia",26110,25,0.096%,19,0.073%,55,0.211%,12,0.046%,40,0.153%,191,0.732%
0500000US13149,"Heard County, Georgia",11489,0,0.000%,4,0.035%,0,0.000%,0,0.000%,15,0.131%,40,0.348%
0500000US13151,"Henry County, Georgia",240853,2375,0.986%,451,0.187%,747,0.310%,25,0.010%,262,0.109%,3628,1.506%
0500000US13153,"Houston County, Georgia",164117,1068,0.651%,346,0.211%,1267,0.772%,93,0.057%,611,0.372%,1291,0.787%
0500000US13155,"Irwin County, Georgia",9487,5,0.053%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13157,"Jackson County, Georgia",77033,34,0.044%,100,0.130%,257,0.334%,0,0.000%,91,0.118%,157,0.204%
0500000US13159,"Jasper County, Georgia",14882,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13161,"Jeff Davis County, Georgia",14791,14,0.095%,14,0.095%,0,0.000%,0,0.000%,4,0.027%,0,0.000%
0500000US13163,"Jefferson County, Georgia",15591,2,0.013%,59,0.378%,0,0.000%,7,0.045%,0,0.000%,0,0.000%
0500000US13165,"Jenkins County, Georgia",8704,0,0.000%,0,0.000%,2,0.023%,0,0.000%,0,0.000%,0,0.000%
0500000US13167,"Johnson County, Georgia",9225,19,0.206%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13169,"Jones County, Georgia",28382,24,0.085%,23,0.081%,28,0.099%,0,0.000%,0,0.000%,7,0.025%
0500000US13171,"Lamar County, Georgia",18676,14,0.075%,28,0.150%,0,0.000%,0,0.000%,9,0.048%,11,0.059%
0500000US13173,"Lanier County, Georgia",9964,50,0.502%,0,0.000%,0,0.000%,0,0.000%,82,0.823%,0,0.000%
0500000US13175,"Laurens County, Georgia",49407,329,0.666%,62,0.125%,85,0.172%,0,0.000%,0,0.000%,0,0.000%
0500000US13177,"Lee County, Georgia",32968,162,0.491%,10,0.030%,392,1.189%,22,0.067%,43,0.130%,258,0.783%
0500000US13179,"Liberty County, Georgia",65550,311,0.474%,64,0.098%,293,0.447%,131,0.200%,243,0.371%,111,0.169%
0500000US13181,"Lincoln County, Georgia",7726,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,6,0.078%
0500000US13183,"Long County, Georgia",16804,0,0.000%,0,0.000%,68,0.405%,5,0.030%,32,0.190%,25,0.149%
0500000US13185,"Lowndes County, Georgia",118257,168,0.142%,147,0.124%,641,0.542%,113,0.096%,198,0.167%,195,0.165%
0500000US13187,"Lumpkin County, Georgia",33405,0,0.000%,153,0.458%,5,0.015%,134,0.401%,4,0.012%,12,0.036%
0500000US13189,"McDuffie County, Georgia",21715,26,0.120%,0,0.000%,0,0.000%,8,0.037%,0,0.000%,0,0.000%
0500000US13191,"McIntosh County, Georgia",11183,134,1.198%,0,0.000%,9,0.080%,0,0.000%,0,0.000%,14,0.125%
0500000US13193,"Macon County, Georgia",12099,95,0.785%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13195,"Madison County, Georgia",30378,0,0.000%,19,0.063%,2,0.007%,0,0.000%,0,0.000%,94,0.309%
0500000US13197,"Marion County, Georgia",7508,0,0.000%,0,0.000%,62,0.826%,0,0.000%,0,0.000%,0,0.000%
0500000US13199,"Meriwether County, Georgia",20679,0,0.000%,0,0.000%,58,0.280%,0,0.000%,94,0.455%,0,0.000%
0500000US13201,"Miller County, Georgia",5923,2,0.034%,1,0.017%,23,0.388%,0,0.000%,0,0.000%,6,0.101%
0500000US13205,"Mitchell County, Georgia",21634,0,0.000%,0,0.000%,0,0.000%,2,0.009%,2,0.009%,11,0.051%
0500000US13207,"Monroe County, Georgia",28287,0,0.000%,219,0.774%,0,0.000%,0,0.000%,1,0.004%,0,0.000%
0500000US13209,"Montgomery County, Georgia",8687,18,0.207%,3,0.035%,0,0.000%,0,0.000%,16,0.184%,0,0.000%
0500000US13211,"Morgan County, Georgia",20171,24,0.119%,0,0.000%,0,0.000%,6,0.030%,0,0.000%,2,0.010%
0500000US13213,"Murray County, Georgia",40063,197,0.492%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,76,0.190%
0500000US13215,"Muscogee County, Georgia",204572,2552,1.247%,219,0.107%,689,0.337%,187,0.091%,835,0.408%,460,0.225%
0500000US13217,"Newton County, Georgia",113298,243,0.214%,283,0.250%,145,0.128%,69,0.061%,94,0.083%,30,0.026%
0500000US13219,"Oconee County, Georgia",41978,142,0.338%,698,1.663%,34,0.081%,71,0.169%,460,1.096%,61,0.145%
0500000US13221,"Oglethorpe County, Georgia",14974,6,0.040%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,93,0.621%
0500000US13223,"Paulding County, Georgia",169898,563,0.331%,254,0.150%,484,0.285%,96,0.057%,22,0.013%,149,0.088%
0500000US13225,"Peach County, Georgia",28054,6,0.021%,77,0.274%,12,0.043%,0,0.000%,17,0.061%,0,0.000%
0500000US13227,"Pickens County, Georgia",33439,21,0.063%,0,0.000%,19,0.057%,0,0.000%,0,0.000%,14,0.042%
0500000US13229,"Pierce County, Georgia",19822,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13231,"Pike County, Georgia",19145,43,0.225%,15,0.078%,0,0.000%,0,0.000%,15,0.078%,36,0.188%
0500000US13233,"Polk County, Georgia",43019,42,0.098%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13235,"Pulaski County, Georgia",9887,66,0.668%,0,0.000%,20,0.202%,31,0.314%,7,0.071%,0,0.000%
0500000US13237,"Putnam County, Georgia",22206,10,0.045%,0,0.000%,26,0.117%,47,0.212%,18,0.081%,0,0.000%
0500000US13239,"Quitman County, Georgia",2180,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13241,"Rabun County, Georgia",16915,166,0.981%,4,0.024%,5,0.030%,0,0.000%,0,0.000%,0,0.000%
0500000US13243,"Randolph County, Georgia",6365,0,0.000%,11,0.173%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13245,"Richmond County, Georgia",206153,584,0.283%,701,0.340%,944,0.458%,84,0.041%,777,0.377%,294,0.143%
0500000US13247,"Rockdale County, Georgia",93641,59,0.063%,107,0.114%,62,0.066%,291,0.311%,245,0.262%,545,0.582%
0500000US13249,"Schley County, Georgia",4565,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13251,"Screven County, Georgia",14026,0,0.000%,56,0.399%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13253,"Seminole County, Georgia",9117,18,0.197%,1,0.011%,9,0.099%,0,0.000%,0,0.000%,25,0.274%
0500000US13255,"Spalding County, Georgia",67415,183,0.271%,0,0.000%,123,0.182%,16,0.024%,155,0.230%,0,0.000%
0500000US13257,"Stephens County, Georgia",26732,187,0.700%,49,0.183%,21,0.079%,0,0.000%,34,0.127%,0,0.000%
0500000US13259,"Stewart County, Georgia",5121,9,0.176%,26,0.508%,61,1.191%,0,0.000%,0,0.000%,9,0.176%
0500000US13261,"Sumter County, Georgia",29378,194,0.660%,24,0.082%,30,0.102%,87,0.296%,29,0.099%,10,0.034%
0500000US13263,"Talbot County, Georgia",5793,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,9,0.155%
0500000US13265,"Taliaferro County, Georgia",1635,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.061%,0,0.000%
0500000US13267,"Tattnall County, Georgia",24309,68,0.280%,0,0.000%,0,0.000%,0,0.000%,1,0.004%,0,0.000%
0500000US13269,"Taylor County, Georgia",7799,0,0.000%,0,0.000%,0,0.000%,24,0.308%,46,0.590%,0,0.000%
0500000US13271,"Telfair County, Georgia",12619,0,0.000%,0,0.000%,9,0.071%,0,0.000%,4,0.032%,0,0.000%
0500000US13273,"Terrell County, Georgia",9004,0,0.000%,106,1.177%,0,0.000%,106,1.177%,0,0.000%,0,0.000%
0500000US13275,"Thomas County, Georgia",45665,0,0.000%,77,0.169%,57,0.125%,73,0.160%,58,0.127%,24,0.053%
0500000US13277,"Tift County, Georgia",41247,92,0.223%,159,0.385%,36,0.087%,0,0.000%,10,0.024%,164,0.398%
0500000US13279,"Toombs County, Georgia",26946,39,0.145%,133,0.494%,38,0.141%,0,0.000%,19,0.071%,0,0.000%
0500000US13281,"Towns County, Georgia",12546,5,0.040%,2,0.016%,0,0.000%,0,0.000%,14,0.112%,0,0.000%
0500000US13283,"Treutlen County, Georgia",6411,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13285,"Troup County, Georgia",69527,704,1.013%,102,0.147%,49,0.070%,32,0.046%,507,0.729%,54,0.078%
0500000US13287,"Turner County, Georgia",8894,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13289,"Twiggs County, Georgia",7955,6,0.075%,50,0.629%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13291,"Union County, Georgia",24880,0,0.000%,0,0.000%,59,0.237%,0,0.000%,0,0.000%,0,0.000%
0500000US13293,"Upson County, Georgia",27638,0,0.000%,0,0.000%,14,0.051%,10,0.036%,47,0.170%,0,0.000%
0500000US13295,"Walker County, Georgia",68065,53,0.078%,49,0.072%,35,0.051%,44,0.065%,196,0.288%,0,0.000%
0500000US13297,"Walton County, Georgia",97752,374,0.383%,29,0.030%,76,0.078%,55,0.056%,5,0.005%,222,0.227%
0500000US13299,"Ware County, Georgia",35917,234,0.652%,14,0.039%,70,0.195%,0,0.000%,0,0.000%,0,0.000%
0500000US13301,"Warren County, Georgia",5197,4,0.077%,0,0.000%,0,0.000%,0,0.000%,20,0.385%,0,0.000%
0500000US13303,"Washington County, Georgia",19975,92,0.461%,24,0.120%,7,0.035%,0,0.000%,0,0.000%,0,0.000%
0500000US13305,"Wayne County, Georgia",30277,2,0.007%,0,0.000%,28,0.092%,4,0.013%,30,0.099%,0,0.000%
0500000US13307,"Webster County, Georgia",2354,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13309,"Wheeler County, Georgia",7550,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13311,"White County, Georgia",28165,65,0.231%,3,0.011%,45,0.160%,0,0.000%,2,0.007%,61,0.217%
0500000US13313,"Whitfield County, Georgia",103033,481,0.467%,130,0.126%,67,0.065%,158,0.153%,221,0.214%,381,0.370%
0500000US13315,"Wilcox County, Georgia",8839,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13317,"Wilkes County, Georgia",9610,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US13319,"Wilkinson County, Georgia",8852,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.011%
0500000US13321,"Worth County, Georgia",20706,44,0.212%,51,0.246%,34,0.164%,21,0.101%,13,0.063%,0,0.000%
0500000US15001,"Hawaii County, Hawaii",202163,220,0.109%,3166,1.566%,18904,9.351%,15816,7.823%,770,0.381%,396,0.196%
0500000US15003,"Honolulu County, Hawaii",1010100,1915,0.190%,53928,5.339%,149653,14.816%,138747,13.736%,21048,2.084%,10155,1.005%
0500000US15005,"Kalawao County, Hawaii",50,0,0.000%,0,0.000%,3,6.000%,2,4.000%,1,2.000%,0,0.000%
0500000US15007,"Kauai County, Hawaii",73511,47,0.064%,553,0.752%,12934,17.595%,6211,8.449%,188,0.256%,15,0.020%
0500000US15009,"Maui County, Hawaii",164765,141,0.086%,1675,1.017%,28255,17.149%,10745,6.521%,945,0.574%,757,0.459%
0500000US16001,"Ada County, Idaho",497494,2048,0.412%,2422,0.487%,1302,0.262%,1113,0.224%,1303,0.262%,1429,0.287%
0500000US16003,"Adams County, Idaho",4464,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16005,"Bannock County, Idaho",87434,298,0.341%,239,0.273%,112,0.128%,310,0.355%,58,0.066%,135,0.154%
0500000US16007,"Bear Lake County, Idaho",6436,0,0.000%,0,0.000%,30,0.466%,0,0.000%,0,0.000%,0,0.000%
0500000US16009,"Benewah County, Idaho",9731,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.010%,0,0.000%
0500000US16011,"Bingham County, Idaho",48253,0,0.000%,23,0.048%,23,0.048%,102,0.211%,25,0.052%,2,0.004%
0500000US16013,"Blaine County, Idaho",24248,0,0.000%,103,0.425%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16015,"Boise County, Idaho",7809,0,0.000%,0,0.000%,13,0.166%,45,0.576%,0,0.000%,0,0.000%
0500000US16017,"Bonner County, Idaho",47976,0,0.000%,94,0.196%,70,0.146%,50,0.104%,14,0.029%,3,0.006%
0500000US16019,"Bonneville County, Idaho",124490,139,0.112%,305,0.245%,167,0.134%,334,0.268%,87,0.070%,32,0.026%
0500000US16021,"Boundary County, Idaho",12335,59,0.478%,79,0.640%,27,0.219%,1,0.008%,0,0.000%,0,0.000%
0500000US16023,"Butte County, Idaho",2605,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16025,"Camas County, Idaho",1133,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16027,"Canyon County, Idaho",235006,134,0.057%,356,0.151%,328,0.140%,157,0.067%,154,0.066%,278,0.118%
0500000US16029,"Caribou County, Idaho",7058,3,0.043%,0,0.000%,2,0.028%,0,0.000%,0,0.000%,0,0.000%
0500000US16031,"Cassia County, Idaho",24859,0,0.000%,15,0.060%,16,0.064%,31,0.125%,0,0.000%,0,0.000%
0500000US16033,"Clark County, Idaho",756,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16035,"Clearwater County, Idaho",8810,24,0.272%,19,0.216%,29,0.329%,0,0.000%,4,0.045%,0,0.000%
0500000US16037,"Custer County, Idaho",4344,0,0.000%,0,0.000%,0,0.000%,0,0.000%,1,0.023%,0,0.000%
0500000US16039,"Elmore County, Idaho",28752,0,0.000%,242,0.842%,443,1.541%,36,0.125%,42,0.146%,0,0.000%
0500000US16041,"Franklin County, Idaho",14376,0,0.000%,21,0.146%,15,0.104%,0,0.000%,0,0.000%,0,0.000%
0500000US16043,"Fremont County, Idaho",13519,0,0.000%,0,0.000%,0,0.000%,7,0.052%,0,0.000%,0,0.000%
0500000US16045,"Gem County, Idaho",19250,0,0.000%,0,0.000%,38,0.197%,3,0.016%,0,0.000%,11,0.057%
0500000US16047,"Gooding County, Idaho",15520,18,0.116%,10,0.064%,10,0.064%,9,0.058%,0,0.000%,0,0.000%
0500000US16049,"Idaho County, Idaho",16787,2,0.012%,10,0.060%,27,0.161%,33,0.197%,0,0.000%,0,0.000%
0500000US16051,"Jefferson County, Idaho",31383,0,0.000%,52,0.166%,0,0.000%,0,0.000%,22,0.070%,0,0.000%
0500000US16053,"Jerome County, Idaho",24474,0,0.000%,10,0.041%,7,0.029%,14,0.057%,0,0.000%,0,0.000%
0500000US16055,"Kootenai County, Idaho",173396,124,0.072%,224,0.129%,387,0.223%,86,0.050%,63,0.036%,59,0.034%
0500000US16057,"Latah County, Idaho",39872,114,0.286%,138,0.346%,81,0.203%,33,0.083%,170,0.426%,99,0.248%
0500000US16059,"Lemhi County, Idaho",8043,0,0.000%,3,0.037%,10,0.124%,0,0.000%,0,0.000%,0,0.000%
0500000US16061,"Lewis County, Idaho",3630,0,0.000%,12,0.331%,11,0.303%,1,0.028%,0,0.000%,6,0.165%
0500000US16063,"Lincoln County, Idaho",5203,0,0.000%,1,0.019%,1,0.019%,15,0.288%,0,0.000%,0,0.000%
0500000US16065,"Madison County, Idaho",52487,0,0.000%,538,1.025%,134,0.255%,30,0.057%,50,0.095%,0,0.000%
0500000US16067,"Minidoka County, Idaho",21626,0,0.000%,0,0.000%,1,0.005%,0,0.000%,0,0.000%,0,0.000%
0500000US16069,"Nez Perce County, Idaho",42200,53,0.126%,45,0.107%,94,0.223%,0,0.000%,36,0.085%,32,0.076%
0500000US16071,"Oneida County, Idaho",4572,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16073,"Owyhee County, Idaho",12043,0,0.000%,11,0.091%,1,0.008%,1,0.008%,3,0.025%,0,0.000%
0500000US16075,"Payette County, Idaho",25571,16,0.063%,15,0.059%,2,0.008%,151,0.591%,2,0.008%,0,0.000%
0500000US16077,"Power County, Idaho",7918,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16079,"Shoshone County, Idaho",13399,0,0.000%,0,0.000%,3,0.022%,0,0.000%,0,0.000%,1,0.007%
0500000US16081,"Teton County, Idaho",11813,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US16083,"Twin Falls County, Idaho",90592,117,0.129%,27,0.030%,85,0.094%,29,0.032%,61,0.067%,0,0.000%
0500000US16085,"Valley County, Idaho",11830,3,0.025%,0,0.000%,3,0.025%,0,0.000%,0,0.000%,0,0.000%
0500000US16087,"Washington County, Idaho",10612,0,0.000%,0,0.000%,0,0.000%,8,0.075%,0,0.000%,6,0.057%
0500000US17001,"Adams County, Illinois",65583,161,0.245%,59,0.090%,129,0.197%,0,0.000%,77,0.117%,7,0.011%
0500000US17003,"Alexander County, Illinois",5261,0,0.000%,11,0.209%,1,0.019%,1,0.019%,0,0.000%,0,0.000%
0500000US17005,"Bond County, Illinois",16750,20,0.119%,4,0.024%,52,0.310%,0,0.000%,0,0.000%,0,0.000%
0500000US17007,"Boone County, Illinois",53459,29,0.054%,82,0.153%,168,0.314%,0,0.000%,52,0.097%,20,0.037%
0500000US17009,"Brown County, Illinois",6334,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US17011,"Bureau County, Illinois",33203,68,0.205%,31,0.093%,129,0.389%,2,0.006%,20,0.060%,9,0.027%
0500000US17013,"Calhoun County, Illinois",4472,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US17015,"Carroll County, Illinois",15594,36,0.231%,5,0.032%,24,0.154%,4,0.026%,1,0.006%,2,0.013%
0500000US17017,"Cass County, Illinois",12955,0,0.000%,0,0.000%,52,0.401%,0,0.000%,0,0.000%,0,0.000%
0500000US17019,"Champaign County, Illinois",206525,5155,2.496%,9664,4.679%,1160,0.562%,439,0.213%,2492,1.207%,1355,0.656%
0500000US17021,"Christian County, Illinois",33893,100,0.295%,39,0.115%,1,0.003%,1,0.003%,19,0.056%,51,0.150%
0500000US17023,"Clark County, Illinois",15467,21,0.136%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,2,0.013%
0500000US17025,"Clay County, Illinois",13248,0,0.000%,6,0.045%,15,0.113%,0,0.000%,0,0.000%,19,0.143%
0500000US17027,"Clinton County, Illinois",36998,0,0.000%,13,0.035%,62,0.168%,1,0.003%,37,0.100%,2,0.005%
0500000US17029,"Coles County, Illinois",47076,131,0.278%,172,0.365%,123,0.261%,10,0.021%,25,0.053%,20,0.042%
0500000US17031,"Cook County, Illinois",5225367,123505,2.364%,84206,1.611%,74648,1.429%,11518,0.220%,36292,0.695%,17085,0.327%
0500000US17033,"Crawford County, Illinois",18729,58,0.310%,1,0.005%,3,0.016%,0,0.000%,0,0.000%,4,0.021%
0500000US17035,"Cumberland County, Illinois",10447,0,0.000%,0,0.000%,8,0.077%,0,0.000%,0,0.000%,0,0.000%
0500000US17037,"DeKalb County, Illinois",100686,549,0.545%,758,0.753%,453,0.450%,32,0.032%,111,0.110%,33,0.033%
0500000US17039,"De Witt County, Illinois",15535,10,0.064%,9,0.058%,0,0.000%,9,0.058%,2,0.013%,0,0.000%
0500000US17041,"Douglas County, Illinois",19714,21,0.107%,0,0.000%,34,0.172%,28,0.142%,7,0.036%,0,0.000%
0500000US17043,"DuPage County, Illinois",930559,57045,6.130%,15339,1.648%,16015,1.721%,1354,0.146%,4426,0.476%,3417,0.367%
0500000US17045,"Edgar County, Illinois",16852,0,0.000%,9,0.053%,35,0.208%,22,0.131%,0,0.000%,0,0.000%
0500000US17047,"Edwards County, Illinois",6182,0,0.000%,3,0.049%,0,0.000%,0,0.000%,7,0.113%,16,0.259%
0500000US17049,"Effingham County, Illinois",34594,74,0.214%,44,0.127%,54,0.156%,0,0.000%,0,0.000%,8,0.023%
0500000US17051,"Fayette County, Illinois",21464,0,0.000%,69,0.321%,28,0.130%,0,0.000%,0,0.000%,0,0.000%
0500000US17053,"Ford County, Illinois",13484,62,0.460%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US17055,"Franklin County, Illinois",37810,10,0.026%,0,0.000%,89,0.235%,0,0.000%,0,0.000%,0,0.000%
0500000US17057,"Fulton County, Illinois",33691,4,0.012%,70,0.208%,1,0.003%,3,0.009%,0,0.000%,10,0.030%
0500000US17059,"Gallatin County, Illinois",4967,0,0.000%,0,0.000%,6,0.121%,0,0.000%,0,0.000%,0,0.000%
0500000US17061,"Greene County, Illinois",12015,2,0.017%,1,0.008%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US17063,"Grundy County, Illinois",52624,113,0.215%,35,0.067%,92,0.175%,16,0.030%,0,0.000%,24,0.046%
0500000US17065,"Hamilton County, Illinois",8008,0,0.000%,0,0.000%,25,0.312%,0,0.000%,0,0.000%,0,0.000%
0500000US17067,"Hancock County, Illinois",17582,12,0.068%,0,0.000%,3,0.017%,18,0.102%,1,0.006%,6,0.034%
0500000US17069,"Hardin County, Illinois",3665,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US17071,"Henderson County, Illinois",6374,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%,0,0.000%
0500000US17073,"Henry County, Illinois",49157,25,0.051%,77,0.157%,53,0.108%,11,0.022%,19,0.039%,44,0.090%
0500000US17075,"Iroquois County, Illinois",27043,3,0.011%,0,0.000%,56,0.207%,2,0.007%,10,0.037%,0,0.000%
0500000US17077,"Jackson County, Illinois",53176,189,0.355%,403,0.758%,201,0.378%,99,0.186%,236,0.444%,153,0.288%
0500000US17079,"Jasper County, Illinois",9295,0,0.000%,0,0.000%,1,0.011%,9,0.097%,0,0.000%,0,0.000%
0500000US17081,"Jefferson County, Illinois",37043,24,0.065%,50,0.135%,135,0.364%,7,0.019%,38,0.103%,57,0.154%
0500000US17083,"Jersey County, Illinois",21462,0,0.000%,7,0.033%,37,0.172%,39,0.182%,35,0.163%,0,0.000%
0500000US17085,"Jo Daviess County, Illinois",21942,19,0.087%,17,0.077%,23,0.105%,0,0.000%,1,0.005%,63,0.287%
0500000US17087,"Johnson County, Illinois",13313,7,0.053%,0,0.000%,27,0.203%,0,0.000%,0,0.000%,7,0.053%
