GEO_ID,NAME,Total Population,Chinese,proportion
0500000US19045,"Clinton County, Iowa",46488,104,0.22%
0500000US19047,"Crawford County, Iowa",16450,31,0.19%
0500000US19049,"Dallas County, Iowa",100367,454,0.45%
0500000US19051,"Davis County, Iowa",9093,0,0.00%
0500000US19053,"Decatur County, Iowa",7684,0,0.00%
0500000US19055,"Delaware County, Iowa",17523,0,0.00%
0500000US19057,"Des Moines County, Iowa",38824,54,0.14%
0500000US19059,"Dickinson County, Iowa",17692,26,0.15%
0500000US19061,"Dubuque County, Iowa",98812,263,0.27%
0500000US19063,"Emmet County, Iowa",9349,11,0.12%
0500000US19065,"Fayette County, Iowa",19519,66,0.34%
0500000US19067,"Floyd County, Iowa",15601,0,0.00%
0500000US19069,"Franklin County, Iowa",10015,0,0.00%
0500000US19071,"Fremont County, Iowa",6639,0,0.00%
0500000US19073,"Greene County, Iowa",8801,0,0.00%
0500000US19075,"Grundy County, Iowa",12351,28,0.23%
0500000US19077,"Guthrie County, Iowa",10619,0,0.00%
0500000US19079,"Hamilton County, Iowa",14979,28,0.19%
0500000US19081,"Hancock County, Iowa",10790,0,0.00%
0500000US19083,"Hardin County, Iowa",16861,17,0.10%
0500000US19085,"Harrison County, Iowa",14623,0,0.00%
0500000US19087,"Henry County, Iowa",20436,49,0.24%
0500000US19089,"Howard County, Iowa",9479,0,0.00%
0500000US19091,"Humboldt County, Iowa",9606,0,0.00%
0500000US19093,"Ida County, Iowa",6969,6,0.09%
0500000US19095,"Iowa County, Iowa",16575,0,0.00%
0500000US19097,"Jackson County, Iowa",19470,0,0.00%
0500000US19099,"Jasper County, Iowa",37808,124,0.33%
0500000US19101,"Jefferson County, Iowa",15785,98,0.62%
0500000US19103,"Johnson County, Iowa",153360,2891,1.89%
0500000US19105,"Jones County, Iowa",20733,102,0.49%
0500000US19107,"Keokuk County, Iowa",10026,0,0.00%
0500000US19109,"Kossuth County, Iowa",14718,0,0.00%
0500000US19111,"Lee County, Iowa",33442,12,0.04%
0500000US19113,"Linn County, Iowa",229308,460,0.20%
0500000US19115,"Louisa County, Iowa",10823,0,0.00%
0500000US19117,"Lucas County, Iowa",8666,0,0.00%
0500000US19119,"Lyon County, Iowa",12023,31,0.26%
0500000US19121,"Madison County, Iowa",16609,0,0.00%
0500000US19123,"Mahaska County, Iowa",22059,0,0.00%
0500000US19125,"Marion County, Iowa",33487,13,0.04%
0500000US19127,"Marshall County, Iowa",40049,111,0.28%
0500000US19129,"Mills County, Iowa",14605,4,0.03%
0500000US19131,"Mitchell County, Iowa",10537,2,0.02%
0500000US19133,"Monona County, Iowa",8671,0,0.00%
0500000US19135,"Monroe County, Iowa",7574,0,0.00%
0500000US19137,"Montgomery County, Iowa",10285,6,0.06%
0500000US19139,"Muscatine County, Iowa",42968,11,0.03%
0500000US19141,"O'Brien County, Iowa",14138,19,0.13%
0500000US19143,"Osceola County, Iowa",6149,0,0.00%
0500000US19145,"Page County, Iowa",15225,0,0.00%
0500000US19147,"Palo Alto County, Iowa",8938,41,0.46%
0500000US19149,"Plymouth County, Iowa",25621,0,0.00%
0500000US19151,"Pocahontas County, Iowa",7061,37,0.52%
0500000US19153,"Polk County, Iowa",493378,1859,0.38%
0500000US19155,"Pottawattamie County, Iowa",93543,378,0.40%
0500000US19157,"Poweshiek County, Iowa",18608,141,0.76%
0500000US19159,"Ringgold County, Iowa",4690,0,0.00%
0500000US19161,"Sac County, Iowa",9778,12,0.12%
0500000US19163,"Scott County, Iowa",174315,469,0.27%
0500000US19165,"Shelby County, Iowa",11737,0,0.00%
0500000US19167,"Sioux County, Iowa",35815,30,0.08%
0500000US19169,"Story County, Iowa",98573,3035,3.08%
0500000US19171,"Tama County, Iowa",17017,74,0.43%
0500000US19173,"Taylor County, Iowa",5916,0,0.00%
0500000US19175,"Union County, Iowa",12107,0,0.00%
0500000US19177,"Van Buren County, Iowa",7207,0,0.00%
0500000US19179,"Wapello County, Iowa",35292,44,0.12%
0500000US19181,"Warren County, Iowa",52709,44,0.08%
0500000US19183,"Washington County, Iowa",22534,38,0.17%
0500000US19185,"Wayne County, Iowa",6484,0,0.00%
0500000US19187,"Webster County, Iowa",36986,131,0.35%
0500000US19189,"Winnebago County, Iowa",10704,9,0.08%
0500000US19191,"Winneshiek County, Iowa",20050,6,0.03%
0500000US19193,"Woodbury County, Iowa",105526,21,0.02%
0500000US19195,"Worth County, Iowa",7417,0,0.00%
0500000US19197,"Wright County, Iowa",12897,7,0.05%
0500000US20001,"Allen County, Kansas",12554,49,0.39%
0500000US20003,"Anderson County, Kansas",7799,0,0.00%
0500000US20005,"Atchison County, Kansas",16309,41,0.25%
0500000US20007,"Barber County, Kansas",4081,0,0.00%
0500000US20009,"Barton County, Kansas",25477,16,0.06%
0500000US20011,"Bourbon County, Kansas",14405,0,0.00%
0500000US20013,"Brown County, Kansas",9486,20,0.21%
0500000US20015,"Butler County, Kansas",67618,181,0.27%
0500000US20017,"Chase County, Kansas",2570,2,0.08%
0500000US20019,"Chautauqua County, Kansas",3389,6,0.18%
0500000US20021,"Cherokee County, Kansas",19380,0,0.00%
0500000US20023,"Cheyenne County, Kansas",2619,0,0.00%
0500000US20025,"Clark County, Kansas",1977,0,0.00%
0500000US20027,"Clay County, Kansas",8088,0,0.00%
0500000US20029,"Cloud County, Kansas",9008,0,0.00%
0500000US20031,"Coffey County, Kansas",8334,2,0.02%
0500000US20033,"Comanche County, Kansas",1825,0,0.00%
0500000US20035,"Cowley County, Kansas",34661,34,0.10%
0500000US20037,"Crawford County, Kansas",39012,74,0.19%
0500000US20039,"Decatur County, Kansas",2771,0,0.00%
0500000US20041,"Dickinson County, Kansas",18492,0,0.00%
0500000US20043,"Doniphan County, Kansas",7501,7,0.09%
0500000US20045,"Douglas County, Kansas",119094,2385,2.00%
0500000US20047,"Edwards County, Kansas",2849,0,0.00%
0500000US20049,"Elk County, Kansas",2453,0,0.00%
0500000US20051,"Ellis County, Kansas",28921,228,0.79%
0500000US20053,"Ellsworth County, Kansas",6374,0,0.00%
0500000US20055,"Finney County, Kansas",38187,33,0.09%
0500000US20057,"Ford County, Kansas",34212,32,0.09%
0500000US20059,"Franklin County, Kansas",25968,25,0.10%
0500000US20061,"Geary County, Kansas",36247,51,0.14%
0500000US20063,"Gove County, Kansas",2758,16,0.58%
0500000US20065,"Graham County, Kansas",2430,0,0.00%
0500000US20067,"Grant County, Kansas",7336,0,0.00%
0500000US20069,"Gray County, Kansas",5719,0,0.00%
0500000US20071,"Greeley County, Kansas",1279,0,0.00%
0500000US20073,"Greenwood County, Kansas",6001,0,0.00%
0500000US20075,"Hamilton County, Kansas",2520,0,0.00%
0500000US20077,"Harper County, Kansas",5457,0,0.00%
0500000US20079,"Harvey County, Kansas",33959,28,0.08%
0500000US20081,"Haskell County, Kansas",3735,0,0.00%
0500000US20083,"Hodgeman County, Kansas",1770,0,0.00%
0500000US20085,"Jackson County, Kansas",13274,2,0.02%
0500000US20087,"Jefferson County, Kansas",18387,4,0.02%
0500000US20089,"Jewell County, Kansas",2929,0,0.00%
0500000US20091,"Johnson County, Kansas",610742,6376,1.04%
0500000US20093,"Kearny County, Kansas",3964,0,0.00%
0500000US20095,"Kingman County, Kansas",7369,0,0.00%
0500000US20097,"Kiowa County, Kansas",2445,0,0.00%
0500000US20099,"Labette County, Kansas",20096,0,0.00%
0500000US20101,"Lane County, Kansas",1528,18,1.18%
0500000US20103,"Leavenworth County, Kansas",82050,266,0.32%
0500000US20105,"Lincoln County, Kansas",2929,0,0.00%
0500000US20107,"Linn County, Kansas",9696,3,0.03%
0500000US20109,"Logan County, Kansas",2752,0,0.00%
0500000US20111,"Lyon County, Kansas",32182,92,0.29%
0500000US20113,"McPherson County, Kansas",30085,0,0.00%
0500000US20115,"Marion County, Kansas",11867,18,0.15%
0500000US20117,"Marshall County, Kansas",10014,0,0.00%
0500000US20119,"Meade County, Kansas",4019,0,0.00%
0500000US20121,"Miami County, Kansas",34312,116,0.34%
0500000US20123,"Mitchell County, Kansas",5829,0,0.00%
0500000US20125,"Montgomery County, Kansas",31448,18,0.06%
0500000US20127,"Morris County, Kansas",5385,0,0.00%
0500000US20129,"Morton County, Kansas",2688,0,0.00%
0500000US20131,"Nemaha County, Kansas",10219,0,0.00%
0500000US20133,"Neosho County, Kansas",15826,9,0.06%
0500000US20135,"Ness County, Kansas",2677,0,0.00%
0500000US20137,"Norton County, Kansas",5431,1,0.02%
0500000US20139,"Osage County, Kansas",15787,11,0.07%
0500000US20141,"Osborne County, Kansas",3493,9,0.26%
0500000US20143,"Ottawa County, Kansas",5768,0,0.00%
0500000US20145,"Pawnee County, Kansas",6288,0,0.00%
0500000US20147,"Phillips County, Kansas",4960,6,0.12%
0500000US20149,"Pottawatomie County, Kansas",25482,9,0.04%
0500000US20151,"Pratt County, Kansas",9175,0,0.00%
0500000US20153,"Rawlins County, Kansas",2544,5,0.20%
0500000US20155,"Reno County, Kansas",61881,196,0.32%
0500000US20157,"Republic County, Kansas",4686,0,0.00%
0500000US20159,"Rice County, Kansas",9441,0,0.00%
0500000US20161,"Riley County, Kansas",72105,1084,1.50%
0500000US20163,"Rooks County, Kansas",4925,15,0.30%
0500000US20165,"Rush County, Kansas",2939,0,0.00%
0500000US20167,"Russell County, Kansas",6702,0,0.00%
0500000US20169,"Saline County, Kansas",54160,91,0.17%
0500000US20171,"Scott County, Kansas",5128,0,0.00%
0500000US20173,"Sedgwick County, Kansas",522700,1583,0.30%
0500000US20175,"Seward County, Kansas",21942,9,0.04%
0500000US20177,"Shawnee County, Kansas",178625,498,0.28%
0500000US20179,"Sheridan County, Kansas",2450,0,0.00%
0500000US20181,"Sherman County, Kansas",5940,0,0.00%
0500000US20183,"Smith County, Kansas",3561,4,0.11%
0500000US20185,"Stafford County, Kansas",4054,0,0.00%
0500000US20187,"Stanton County, Kansas",2060,0,0.00%
0500000US20189,"Stevens County, Kansas",5275,0,0.00%
0500000US20191,"Sumner County, Kansas",22517,40,0.18%
0500000US20193,"Thomas County, Kansas",7907,0,0.00%
0500000US20195,"Trego County, Kansas",2798,0,0.00%
0500000US20197,"Wabaunsee County, Kansas",6922,12,0.17%
0500000US20199,"Wallace County, Kansas",1489,0,0.00%
0500000US20201,"Washington County, Kansas",5529,0,0.00%
0500000US20203,"Wichita County, Kansas",2131,0,0.00%
0500000US20205,"Wilson County, Kansas",8667,0,0.00%
0500000US20207,"Woodson County, Kansas",3134,0,0.00%
0500000US20209,"Wyandotte County, Kansas",167989,235,0.14%
0500000US21001,"Adair County, Kentucky",18887,0,0.00%
0500000US21003,"Allen County, Kentucky",20773,0,0.00%
0500000US21005,"Anderson County, Kentucky",23839,28,0.12%
0500000US21007,"Ballard County, Kentucky",7742,0,0.00%
0500000US21009,"Barren County, Kentucky",44511,99,0.22%
0500000US21011,"Bath County, Kentucky",12739,0,0.00%
0500000US21013,"Bell County, Kentucky",24248,0,0.00%
0500000US21015,"Boone County, Kentucky",136150,321,0.24%
0500000US21017,"Bourbon County, Kentucky",20228,17,0.08%
0500000US21019,"Boyd County, Kentucky",48242,32,0.07%
0500000US21021,"Boyle County, Kentucky",30613,46,0.15%
0500000US21023,"Bracken County, Kentucky",8420,14,0.17%
0500000US21025,"Breathitt County, Kentucky",13580,61,0.45%
0500000US21027,"Breckinridge County, Kentucky",20528,0,0.00%
0500000US21029,"Bullitt County, Kentucky",82482,0,0.00%
0500000US21031,"Butler County, Kentucky",12365,37,0.30%
0500000US21033,"Caldwell County, Kentucky",12635,0,0.00%
0500000US21035,"Calloway County, Kentucky",37345,55,0.15%
0500000US21037,"Campbell County, Kentucky",93122,108,0.12%
0500000US21039,"Carlisle County, Kentucky",4782,0,0.00%
0500000US21041,"Carroll County, Kentucky",10842,0,0.00%
0500000US21043,"Carter County, Kentucky",26671,0,0.00%
0500000US21045,"Casey County, Kentucky",15942,0,0.00%
0500000US21047,"Christian County, Kentucky",72766,73,0.10%
0500000US21049,"Clark County, Kentucky",36897,0,0.00%
0500000US21051,"Clay County, Kentucky",20322,11,0.05%
0500000US21053,"Clinton County, Kentucky",9295,0,0.00%
0500000US21055,"Crittenden County, Kentucky",8979,0,0.00%
0500000US21057,"Cumberland County, Kentucky",5974,0,0.00%
0500000US21059,"Daviess County, Kentucky",102916,94,0.09%
0500000US21061,"Edmonson County, Kentucky",12179,0,0.00%
0500000US21063,"Elliott County, Kentucky",7378,0,0.00%
0500000US21065,"Estill County, Kentucky",14138,103,0.73%
0500000US21067,"Fayette County, Kentucky",321276,3720,1.16%
0500000US21069,"Fleming County, Kentucky",15111,61,0.40%
0500000US21071,"Floyd County, Kentucky",35780,6,0.02%
0500000US21073,"Franklin County, Kentucky",51475,78,0.15%
0500000US21075,"Fulton County, Kentucky",6480,0,0.00%
0500000US21077,"Gallatin County, Kentucky",8720,0,0.00%
0500000US21079,"Garrard County, Kentucky",17175,0,0.00%
0500000US21081,"Grant County, Kentucky",25085,0,0.00%
0500000US21083,"Graves County, Kentucky",36701,27,0.07%
0500000US21085,"Grayson County, Kentucky",26465,0,0.00%
0500000US21087,"Green County, Kentucky",11198,0,0.00%
0500000US21089,"Greenup County, Kentucky",35853,20,0.06%
0500000US21091,"Hancock County, Kentucky",9058,0,0.00%
0500000US21093,"Hardin County, Kentucky",111005,189,0.17%
0500000US21095,"Harlan County, Kentucky",26589,58,0.22%
0500000US21097,"Harrison County, Kentucky",18803,0,0.00%
0500000US21099,"Hart County, Kentucky",19345,64,0.33%
0500000US21101,"Henderson County, Kentucky",44770,102,0.23%
0500000US21103,"Henry County, Kentucky",15731,3,0.02%
0500000US21105,"Hickman County, Kentucky",4491,0,0.00%
0500000US21107,"Hopkins County, Kentucky",45223,225,0.50%
0500000US21109,"Jackson County, Kentucky",13002,10,0.08%
0500000US21111,"Jefferson County, Kentucky",779232,2665,0.34%
0500000US21113,"Jessamine County, Kentucky",53381,234,0.44%
0500000US21115,"Johnson County, Kentucky",22631,141,0.62%
0500000US21117,"Kenton County, Kentucky",169066,301,0.18%
0500000US21119,"Knott County, Kentucky",14282,8,0.06%
0500000US21121,"Knox County, Kentucky",30207,0,0.00%
0500000US21123,"Larue County, Kentucky",14902,24,0.16%
0500000US21125,"Laurel County, Kentucky",62442,22,0.04%
0500000US21127,"Lawrence County, Kentucky",16228,10,0.06%
0500000US21129,"Lee County, Kentucky",7338,0,0.00%
0500000US21131,"Leslie County, Kentucky",10468,0,0.00%
0500000US21133,"Letcher County, Kentucky",21490,13,0.06%
0500000US21135,"Lewis County, Kentucky",13063,0,0.00%
0500000US21137,"Lincoln County, Kentucky",24320,0,0.00%
0500000US21139,"Livingston County, Kentucky",8980,3,0.03%
0500000US21141,"Logan County, Kentucky",27498,18,0.07%
0500000US21143,"Lyon County, Kentucky",8721,0,0.00%
0500000US21145,"McCracken County, Kentucky",67573,83,0.12%
0500000US21147,"McCreary County, Kentucky",16892,0,0.00%
0500000US21149,"McLean County, Kentucky",9173,0,0.00%
0500000US21151,"Madison County, Kentucky",92955,172,0.19%
0500000US21153,"Magoffin County, Kentucky",11647,48,0.41%
0500000US21155,"Marion County, Kentucky",19627,84,0.43%
0500000US21157,"Marshall County, Kentucky",31706,21,0.07%
0500000US21159,"Martin County, Kentucky",11298,0,0.00%
0500000US21161,"Mason County, Kentucky",17068,0,0.00%
0500000US21163,"Meade County, Kentucky",29964,41,0.14%
0500000US21165,"Menifee County, Kentucky",6174,0,0.00%
0500000US21167,"Mercer County, Kentucky",22662,13,0.06%
0500000US21169,"Metcalfe County, Kentucky",10313,0,0.00%
0500000US21171,"Monroe County, Kentucky",11331,24,0.21%
0500000US21173,"Montgomery County, Kentucky",28188,2,0.01%
0500000US21175,"Morgan County, Kentucky",13840,0,0.00%
0500000US21177,"Muhlenberg County, Kentucky",30735,295,0.96%
0500000US21179,"Nelson County, Kentucky",46779,24,0.05%
0500000US21181,"Nicholas County, Kentucky",7613,0,0.00%
0500000US21183,"Ohio County, Kentucky",23782,0,0.00%
0500000US21185,"Oldham County, Kentucky",67997,384,0.56%
0500000US21187,"Owen County, Kentucky",11229,0,0.00%
0500000US21189,"Owsley County, Kentucky",4054,0,0.00%
0500000US21191,"Pendleton County, Kentucky",14638,15,0.10%
0500000US21193,"Perry County, Kentucky",28136,27,0.10%
0500000US21195,"Pike County, Kentucky",58196,37,0.06%
0500000US21197,"Powell County, Kentucky",13089,0,0.00%
0500000US21199,"Pulaski County, Kentucky",65145,13,0.02%
0500000US21201,"Robertson County, Kentucky",2207,0,0.00%
0500000US21203,"Rockcastle County, Kentucky",16171,0,0.00%
0500000US21205,"Rowan County, Kentucky",24551,69,0.28%
0500000US21207,"Russell County, Kentucky",18021,0,0.00%
0500000US21209,"Scott County, Kentucky",57286,153,0.27%
0500000US21211,"Shelby County, Kentucky",48105,264,0.55%
0500000US21213,"Simpson County, Kentucky",19574,5,0.03%
0500000US21215,"Spencer County, Kentucky",19549,42,0.21%
0500000US21217,"Taylor County, Kentucky",26056,28,0.11%
0500000US21219,"Todd County, Kentucky",12281,13,0.11%
0500000US21221,"Trigg County, Kentucky",14154,0,0.00%
0500000US21223,"Trimble County, Kentucky",8510,0,0.00%
0500000US21225,"Union County, Kentucky",13495,0,0.00%
0500000US21227,"Warren County, Kentucky",135307,463,0.34%
0500000US21229,"Washington County, Kentucky",12025,0,0.00%
0500000US21231,"Wayne County, Kentucky",19666,0,0.00%
0500000US21233,"Webster County, Kentucky",12951,2,0.02%
0500000US21235,"Whitley County, Kentucky",36648,25,0.07%
0500000US21237,"Wolfe County, Kentucky",6573,0,0.00%
0500000US21239,"Woodford County, Kentucky",26886,48,0.18%
0500000US22001,"Acadia Parish, Louisiana",57674,29,0.05%
0500000US22003,"Allen Parish, Louisiana",22798,0,0.00%
0500000US22005,"Ascension Parish, Louisiana",126973,152,0.12%
0500000US22007,"Assumption Parish, Louisiana",21067,0,0.00%
0500000US22009,"Avoyelles Parish, Louisiana",39529,48,0.12%
0500000US22011,"Beauregard Parish, Louisiana",36553,11,0.03%
0500000US22013,"Bienville Parish, Louisiana",12958,0,0.00%
0500000US22015,"Bossier Parish, Louisiana",128877,156,0.12%
0500000US22017,"Caddo Parish, Louisiana",236259,513,0.22%
0500000US22019,"Calcasieu Parish, Louisiana",210770,162,0.08%
0500000US22021,"Caldwell Parish, Louisiana",9658,0,0.00%
0500000US22023,"Cameron Parish, Louisiana",5447,0,0.00%
0500000US22025,"Catahoula Parish, Louisiana",8895,0,0.00%
0500000US22027,"Claiborne Parish, Louisiana",14203,0,0.00%
0500000US22029,"Concordia Parish, Louisiana",18677,0,0.00%
0500000US22031,"De Soto Parish, Louisiana",26821,0,0.00%
0500000US22033,"East Baton Rouge Parish, Louisiana",454369,2704,0.60%
0500000US22035,"East Carroll Parish, Louisiana",7371,0,0.00%
0500000US22037,"East Feliciana Parish, Louisiana",19452,0,0.00%
0500000US22039,"Evangeline Parish, Louisiana",32335,0,0.00%
0500000US22041,"Franklin Parish, Louisiana",19752,0,0.00%
0500000US22043,"Grant Parish, Louisiana",22185,37,0.17%
0500000US22045,"Iberia Parish, Louisiana",69958,92,0.13%
0500000US22047,"Iberville Parish, Louisiana",30210,0,0.00%
0500000US22049,"Jackson Parish, Louisiana",15093,1,0.01%
0500000US22051,"Jefferson Parish, Louisiana",436171,3260,0.75%
0500000US22053,"Jefferson Davis Parish, Louisiana",32277,0,0.00%
0500000US22055,"Lafayette Parish, Louisiana",243175,571,0.23%
0500000US22057,"Lafourche Parish, Louisiana",97220,32,0.03%
0500000US22059,"LaSalle Parish, Louisiana",14764,0,0.00%
0500000US22061,"Lincoln Parish, Louisiana",48323,113,0.23%
0500000US22063,"Livingston Parish, Louisiana",143425,383,0.27%
0500000US22065,"Madison Parish, Louisiana",10028,0,0.00%
0500000US22067,"Morehouse Parish, Louisiana",25438,63,0.25%
0500000US22069,"Natchitoches Parish, Louisiana",37478,88,0.23%
0500000US22071,"Orleans Parish, Louisiana",380408,1829,0.48%
0500000US22073,"Ouachita Parish, Louisiana",159585,169,0.11%
0500000US22075,"Plaquemines Parish, Louisiana",23305,38,0.16%
0500000US22077,"Pointe Coupee Parish, Louisiana",20652,29,0.14%
0500000US22079,"Rapides Parish, Louisiana",129536,252,0.19%
0500000US22081,"Red River Parish, Louisiana",7631,0,0.00%
0500000US22083,"Richland Parish, Louisiana",20028,0,0.00%
0500000US22085,"Sabine Parish, Louisiana",22209,3,0.01%
0500000US22087,"St. Bernard Parish, Louisiana",44038,187,0.42%
0500000US22089,"St. Charles Parish, Louisiana",52191,289,0.55%
0500000US22091,"St. Helena Parish, Louisiana",10872,15,0.14%
0500000US22093,"St. James Parish, Louisiana",20090,0,0.00%
0500000US22095,"St. John the Baptist Parish, Louisiana",41986,160,0.38%
0500000US22097,"St. Landry Parish, Louisiana",82574,1,0.00%
0500000US22099,"St. Martin Parish, Louisiana",51856,134,0.26%
0500000US22101,"St. Mary Parish, Louisiana",49114,0,0.00%
0500000US22103,"St. Tammany Parish, Louisiana",266168,590,0.22%
0500000US22105,"Tangipahoa Parish, Louisiana",133953,357,0.27%
0500000US22107,"Tensas Parish, Louisiana",4127,0,0.00%
0500000US22109,"Terrebonne Parish, Louisiana",108862,435,0.40%
0500000US22111,"Union Parish, Louisiana",21049,0,0.00%
0500000US22113,"Vermilion Parish, Louisiana",57202,117,0.20%
0500000US22115,"Vernon Parish, Louisiana",48452,53,0.11%
0500000US22117,"Washington Parish, Louisiana",45514,12,0.03%
0500000US22119,"Webster Parish, Louisiana",36761,0,0.00%
0500000US22121,"West Baton Rouge Parish, Louisiana",27377,24,0.09%
0500000US22123,"West Carroll Parish, Louisiana",9800,0,0.00%
0500000US22125,"West Feliciana Parish, Louisiana",15358,8,0.05%
0500000US22127,"Winn Parish, Louisiana",13665,13,0.10%
0500000US23001,"Androscoggin County, Maine",111532,397,0.36%
0500000US23003,"Aroostook County, Maine",67237,58,0.09%
0500000US23005,"Cumberland County, Maine",303357,1383,0.46%
0500000US23007,"Franklin County, Maine",29839,45,0.15%
0500000US23009,"Hancock County, Maine",55851,35,0.06%
0500000US23011,"Kennebec County, Maine",124003,479,0.39%
0500000US23013,"Knox County, Maine",40729,17,0.04%
0500000US23015,"Lincoln County, Maine",35466,160,0.45%
0500000US23017,"Oxford County, Maine",58276,115,0.20%
0500000US23019,"Penobscot County, Maine",152640,460,0.30%
0500000US23021,"Piscataquis County, Maine",16936,31,0.18%
0500000US23023,"Sagadahoc County, Maine",36868,70,0.19%
0500000US23025,"Somerset County, Maine",50656,72,0.14%
0500000US23027,"Waldo County, Maine",39772,49,0.12%
0500000US23029,"Washington County, Maine",31096,35,0.11%
0500000US23031,"York County, Maine",212691,618,0.29%
0500000US24001,"Allegany County, Maryland",68161,275,0.40%
0500000US24003,"Anne Arundel County, Maryland",588109,3610,0.61%
0500000US24005,"Baltimore County, Maryland",850737,7279,0.86%
0500000US24009,"Calvert County, Maryland",93244,190,0.20%
0500000US24011,"Caroline County, Maryland",33320,41,0.12%
0500000US24013,"Carroll County, Maryland",173225,728,0.42%
0500000US24015,"Cecil County, Maryland",103876,360,0.35%
0500000US24017,"Charles County, Maryland",167035,636,0.38%
0500000US24019,"Dorchester County, Maryland",32557,56,0.17%
0500000US24021,"Frederick County, Maryland",273829,2548,0.93%
0500000US24023,"Garrett County, Maryland",28856,15,0.05%
0500000US24025,"Harford County, Maryland",261059,1205,0.46%
0500000US24027,"Howard County, Maryland",332011,13415,4.04%
0500000US24029,"Kent County, Maryland",19289,35,0.18%
0500000US24031,"Montgomery County, Maryland",1056910,44524,4.21%
0500000US24033,"Prince George's County, Maryland",957189,5891,0.62%
0500000US24035,"Queen Anne's County, Maryland",50316,115,0.23%
0500000US24037,"St. Mary's County, Maryland",113814,290,0.25%
0500000US24039,"Somerset County, Maryland",24672,84,0.34%
0500000US24041,"Talbot County, Maryland",37663,40,0.11%
0500000US24043,"Washington County, Maryland",154645,598,0.39%
0500000US24045,"Wicomico County, Maryland",103815,420,0.40%
0500000US24047,"Worcester County, Maryland",52827,242,0.46%
0500000US24510,"Baltimore city, Maryland",584548,4093,0.70%
0500000US25001,"Barnstable County, Massachusetts",229436,1227,0.53%
0500000US25003,"Berkshire County, Massachusetts",128763,487,0.38%
0500000US25005,"Bristol County, Massachusetts",576699,3355,0.58%
0500000US25007,"Dukes County, Massachusetts",20543,30,0.15%
0500000US25009,"Essex County, Massachusetts",806103,6539,0.81%
0500000US25011,"Franklin County, Massachusetts",70980,419,0.59%
0500000US25013,"Hampden County, Massachusetts",464575,2074,0.45%
0500000US25015,"Hampshire County, Massachusetts",153931,2961,1.92%
0500000US25017,"Middlesex County, Massachusetts",1623109,75289,4.64%
0500000US25019,"Nantucket County, Massachusetts",14065,22,0.16%
0500000US25021,"Norfolk County, Massachusetts",722112,41754,5.78%
0500000US25023,"Plymouth County, Massachusetts",529548,2255,0.43%
0500000US25025,"Suffolk County, Massachusetts",785443,32262,4.11%
0500000US25027,"Worcester County, Massachusetts",858898,8567,1.00%
0500000US26001,"Alcona County, Michigan",10238,0,0.00%
0500000US26003,"Alger County, Michigan",8866,61,0.69%
0500000US26005,"Allegan County, Michigan",120189,163,0.14%
0500000US26007,"Alpena County, Michigan",28911,0,0.00%
0500000US26009,"Antrim County, Michigan",23662,9,0.04%
0500000US26011,"Arenac County, Michigan",15031,0,0.00%
0500000US26013,"Baraga County, Michigan",8245,21,0.25%
0500000US26015,"Barry County, Michigan",62581,26,0.04%
0500000US26017,"Bay County, Michigan",103752,143,0.14%
0500000US26019,"Benzie County, Michigan",18058,31,0.17%
0500000US26021,"Berrien County, Michigan",153938,340,0.22%
0500000US26023,"Branch County, Michigan",44795,17,0.04%
0500000US26025,"Calhoun County, Michigan",134011,101,0.08%
0500000US26027,"Cass County, Michigan",51604,42,0.08%
0500000US26029,"Charlevoix County, Michigan",26174,31,0.12%
0500000US26031,"Cheboygan County, Michigan",25709,9,0.04%
0500000US26033,"Chippewa County, Michigan",36670,61,0.17%
0500000US26035,"Clare County, Michigan",30998,0,0.00%
0500000US26037,"Clinton County, Michigan",79249,342,0.43%
0500000US26039,"Crawford County, Michigan",13197,0,0.00%
0500000US26041,"Delta County, Michigan",36839,12,0.03%
0500000US26043,"Dickinson County, Michigan",25937,10,0.04%
0500000US26045,"Eaton County, Michigan",109072,307,0.28%
0500000US26047,"Emmet County, Michigan",34072,14,0.04%
0500000US26049,"Genesee County, Michigan",405280,869,0.21%
0500000US26051,"Gladwin County, Michigan",25461,20,0.08%
0500000US26053,"Gogebic County, Michigan",14597,6,0.04%
0500000US26055,"Grand Traverse County, Michigan",95315,89,0.09%
0500000US26057,"Gratiot County, Michigan",41534,40,0.10%
0500000US26059,"Hillsdale County, Michigan",45698,64,0.14%
0500000US26061,"Houghton County, Michigan",37414,321,0.86%
0500000US26063,"Huron County, Michigan",31461,37,0.12%
0500000US26065,"Ingham County, Michigan",282540,5266,1.86%
0500000US26067,"Ionia County, Michigan",66663,207,0.31%
0500000US26069,"Iosco County, Michigan",25319,9,0.04%
0500000US26071,"Iron County, Michigan",11585,47,0.41%
0500000US26073,"Isabella County, Michigan",64938,268,0.41%
0500000US26075,"Jackson County, Michigan",160637,111,0.07%
0500000US26077,"Kalamazoo County, Michigan",261426,893,0.34%
0500000US26079,"Kalkaska County, Michigan",17934,66,0.37%
0500000US26081,"Kent County, Michigan",657321,3218,0.49%
0500000US26083,"Keweenaw County, Michigan",2088,0,0.00%
0500000US26085,"Lake County, Michigan",12285,0,0.00%
0500000US26087,"Lapeer County, Michigan",88687,90,0.10%
0500000US26089,"Leelanau County, Michigan",22426,19,0.08%
0500000US26091,"Lenawee County, Michigan",99263,54,0.05%
0500000US26093,"Livingston County, Michigan",194302,394,0.20%
